,Date,Open,High,Low,Close
1070,111/05/26,"16,128.21","16,179.01","15,949.61","15,968.83"
1071,111/05/27,"16,075.91","16,266.22","16,075.91","16,266.22"
1072,111/05/30,"16,368.93","16,610.62","16,368.93","16,610.62"
1073,111/05/31,"16,561.68","16,807.77","16,493.07","16,807.77"
1074,111/06/01,"16,718.91","16,811.04","16,649.91","16,675.09"
1075,111/06/02,"16,605.46","16,617.26","16,540.55","16,552.57"
1076,111/06/06,"16,570.89","16,654.12","16,509.01","16,605.96"
1077,111/06/07,"16,593.75","16,593.75","16,465.87","16,512.88"
1078,111/06/08,"16,538.67","16,702.99","16,538.67","16,670.51"
1079,111/06/09,"16,643.95","16,643.95","16,557.54","16,621.34"
1080,111/06/10,"16,581.81","16,581.81","16,403.33","16,460.12"
1081,111/06/13,"16,295.07","16,295.07","16,055.89","16,070.98"
1082,111/06/14,"15,975.17","16,067.80","15,869.06","16,047.37"
1083,111/06/15,"16,025.84","16,106.75","15,981.56","15,999.25"
1084,111/06/16,"16,098.29","16,209.25","15,838.29","15,838.61"
1085,111/06/17,"15,794.16","15,794.16","15,573.38","15,641.26"
1086,111/06/20,"15,649.20","15,667.68","15,367.58","15,367.58"
1087,111/06/21,"15,427.33","15,728.64","15,427.33","15,728.64"
1088,111/06/22,"15,687.46","15,687.46","15,346.95","15,347.75"
1089,111/06/23,"15,305.51","15,380.28","15,102.40","15,176.44"
1090,111/06/24,"15,232.34","15,424.37","15,232.34","15,303.32"
1091,111/06/27,"15,409.08","15,656.35","15,409.08","15,548.01"
1092,111/06/28,"15,519.56","15,533.34","15,375.65","15,439.92"
1093,111/06/29,"15,365.54","15,365.54","15,218.07","15,240.13"
1094,111/06/30,"15,146.92","15,147.77","14,825.73","14,825.73"
1095,111/07/01,"14,812.13","14,812.13","14,336.03","14,343.08"
1096,111/07/04,"14,237.83","14,412.47","14,167.10","14,217.06"
1097,111/07/05,"14,345.54","14,488.80","14,100.89","14,349.20"
1098,111/07/06,"14,289.67","14,319.32","13,985.51","13,985.51"
1099,111/07/07,"14,052.18","14,355.15","13,951.81","14,336.27"
1100,111/07/08,"14,462.50","14,552.42","14,373.84","14,464.53"
1101,111/07/11,"14,478.31","14,525.03","14,313.94","14,340.53"
1102,111/07/12,"14,235.63","14,235.63","13,928.66","13,950.62"
1103,111/07/13,"14,194.94","14,403.51","14,194.94","14,324.68"
1104,111/07/14,"14,252.02","14,450.47","14,159.39","14,438.52"
1105,111/07/15,"14,483.96","14,579.73","14,378.33","14,550.62"
1106,111/07/18,"14,589.10","14,719.64","14,589.10","14,719.64"
1107,111/07/19,"14,638.45","14,720.13","14,598.99","14,694.08"
1108,111/07/20,"14,810.40","14,906.95","14,694.20","14,733.22"
1109,111/07/21,"14,744.17","14,937.70","14,716.02","14,937.70"
1110,111/07/22,"14,953.27","14,996.24","14,902.32","14,949.36"
1111,111/07/25,"14,902.25","14,968.23","14,851.37","14,936.33"
1112,111/07/26,"14,912.41","14,912.41","14,750.71","14,806.78"
1113,111/07/27,"14,791.71","14,921.59","14,717.02","14,921.59"
1114,111/07/28,"14,978.95","15,031.99","14,849.94","14,891.90"
1115,111/07/29,"14,950.18","15,035.27","14,929.49","15,000.07"
1116,111/08/01,"14,982.27","14,994.36","14,886.81","14,981.69"
1117,111/08/02,"14,860.94","14,860.94","14,663.46","14,747.23"
1118,111/08/03,"14,757.51","14,777.02","14,673.35","14,777.02"
1119,111/08/04,"14,741.47","14,766.57","14,545.69","14,702.20"
1120,111/08/05,"14,802.34","15,041.41","14,802.34","15,036.04"
1121,111/08/08,"14,972.21","15,034.87","14,908.17","15,020.41"
1122,111/08/09,"14,965.12","15,077.63","14,905.23","15,050.28"
1123,111/08/10,"14,940.76","14,982.33","14,890.55","14,939.02"
1124,111/08/11,"15,087.59","15,204.79","15,087.59","15,197.85"
1125,111/08/12,"15,203.91","15,298.42","15,198.93","15,288.97"
1126,111/08/15,"15,332.92","15,437.23","15,315.12","15,417.35"
1127,111/08/16,"15,435.04","15,451.83","15,392.49","15,420.57"
1128,111/08/17,"15,423.44","15,475.89","15,390.84","15,465.45"
1129,111/08/18,"15,384.73","15,396.76","15,311.22","15,396.76"
1130,111/08/19,"15,394.36","15,458.45","15,346.26","15,408.78"
1131,111/08/22,"15,375.20","15,375.20","15,229.36","15,245.14"
1132,111/08/23,"15,225.17","15,225.17","15,086.43","15,095.89"
1133,111/08/24,"15,112.15","15,183.96","15,053.52","15,069.19"
1134,111/08/25,"15,105.31","15,244.06","15,105.31","15,200.04"
1135,111/08/26,"15,221.50","15,337.25","15,221.50","15,278.44"
1136,111/08/29,"15,197.19","15,197.19","14,843.72","14,926.19"
1137,111/08/30,"14,919.67","15,027.50","14,911.97","14,953.63"
1138,111/08/31,"14,912.12","15,095.44","14,874.33","15,095.44"
1139,111/09/01,"14,981.00","14,981.00","14,773.19","14,801.86"
1140,111/09/02,"14,790.28","14,817.40","14,673.04","14,673.04"
1141,111/09/05,"14,670.18","14,753.03","14,632.79","14,661.10"
1142,111/09/06,"14,705.16","14,789.31","14,623.22","14,677.20"
1143,111/09/07,"14,557.86","14,557.86","14,397.12","14,410.05"
1144,111/09/08,"14,447.09","14,583.42","14,447.09","14,583.42"
1145,111/09/12,"14,711.34","14,856.23","14,711.34","14,807.43"
1146,111/09/13,"14,895.87","14,949.56","14,856.98","14,894.41"
1147,111/09/14,"14,695.19","14,699.78","14,522.70","14,658.31"
1148,111/09/15,"14,647.00","14,750.28","14,624.55","14,670.04"
1149,111/09/16,"14,602.16","14,602.16","14,521.65","14,561.76"
1150,111/09/19,"14,567.27","14,585.06","14,424.33","14,425.68"
1151,111/09/20,"14,474.95","14,558.72","14,461.39","14,549.30"
1152,111/09/21,"14,517.34","14,525.46","14,384.11","14,424.52"
1153,111/09/22,"14,325.67","14,325.67","14,151.80","14,284.63"
1154,111/09/23,"14,231.03","14,277.53","14,109.71","14,118.38"
1155,111/09/26,"13,993.42","13,993.42","13,743.19","13,778.19"
1156,111/09/27,"13,812.99","13,862.84","13,732.32","13,826.59"
1157,111/09/28,"13,816.70","13,854.09","13,466.07","13,466.07"
1158,111/09/29,"13,550.70","13,651.29","13,462.57","13,534.26"
1159,111/09/30,"13,409.65","13,466.82","13,274.72","13,424.58"
1160,111/10/03,"13,359.26","13,440.23","13,273.48","13,300.48"
1161,111/10/04,"13,447.36","13,586.96","13,447.36","13,576.52"
1162,111/10/05,"13,727.30","13,902.02","13,727.30","13,801.43"
1163,111/10/06,"13,865.45","13,899.23","13,814.33","13,892.05"
1164,111/10/07,"13,847.52","13,847.52","13,684.21","13,702.28"
1165,111/10/11,"13,394.12","13,394.12","13,106.03","13,106.03"
1166,111/10/12,"13,076.91","13,130.73","12,991.59","13,081.24"
1167,111/10/13,"13,108.40","13,111.39","12,809.43","12,810.73"
1168,111/10/14,"13,023.71","13,221.87","13,023.71","13,128.12"
1169,111/10/17,"12,988.83","12,988.83","12,814.82","12,966.05"
1170,111/10/18,"13,075.05","13,143.15","12,978.13","13,124.68"
1171,111/10/19,"13,096.35","13,155.62","12,976.76","12,976.76"
1172,111/10/20,"12,912.93","12,946.10","12,698.91","12,946.10"
1173,111/10/21,"12,931.20","12,954.02","12,813.60","12,819.20"
1174,111/10/24,"12,913.58","13,027.84","12,856.77","12,856.98"
1175,111/10/25,"12,830.29","12,843.31","12,629.48","12,666.12"
1176,111/10/26,"12,666.42","12,791.97","12,635.52","12,729.05"
1177,111/10/27,"12,807.69","12,954.32","12,807.69","12,926.37"
1178,111/10/28,"12,874.83","12,891.38","12,723.98","12,788.42"
1179,111/10/31,"12,862.37","12,977.61","12,826.34","12,949.75"
1180,111/11/01,"12,933.12","13,062.90","12,907.61","13,037.21"
1181,111/11/02,"13,033.15","13,100.17","13,014.04","13,100.17"
1182,111/11/03,"12,985.55","12,991.37","12,905.35","12,986.60"
1183,111/11/04,"12,941.78","13,029.94","12,868.25","13,026.71"
1184,111/11/07,"13,109.35","13,246.59","13,103.35","13,223.73"
1185,111/11/08,"13,274.91","13,389.25","13,274.91","13,347.76"
1186,111/11/09,"13,410.19","13,638.81","13,410.19","13,638.81"
1187,111/11/10,"13,556.51","13,559.40","13,463.85","13,503.76"
1188,111/11/11,"13,878.95","14,045.51","13,878.95","14,007.56"
1189,111/11/14,"14,080.91","14,217.30","14,076.94","14,174.90"
1190,111/11/15,"14,325.49","14,568.51","14,278.53","14,546.31"
1191,111/11/16,"14,637.85","14,657.66","14,481.06","14,537.35"
1192,111/11/17,"14,489.41","14,545.89","14,383.55","14,535.23"
1193,111/11/18,"14,584.31","14,669.98","14,470.48","14,504.99"
1194,111/11/21,"14,514.71","14,530.76","14,421.65","14,449.39"
1195,111/11/22,"14,404.08","14,542.79","14,371.09","14,542.20"
1196,111/11/23,"14,595.50","14,647.98","14,573.41","14,608.54"
1197,111/11/24,"14,649.80","14,784.00","14,649.80","14,784.00"
1198,111/11/25,"14,764.94","14,835.66","14,756.01","14,778.51"
1199,111/11/28,"14,636.90","14,638.19","14,503.12","14,556.87"
1200,111/11/29,"14,503.79","14,716.58","14,449.05","14,709.64"
1201,111/11/30,"14,678.23","14,879.55","14,678.23","14,879.55"
1202,111/12/01,"15,059.92","15,152.38","14,998.03","15,012.80"
1203,111/12/02,"14,933.20","15,021.73","14,921.06","14,970.68"
1204,111/12/05,"14,972.17","15,088.06","14,969.97","14,980.74"
1205,111/12/06,"14,955.29","14,957.82","14,728.88","14,728.88"
1206,111/12/07,"14,708.08","14,823.15","14,630.01","14,630.01"
1207,111/12/08,"14,631.21","14,634.16","14,464.20","14,553.04"
1208,111/12/09,"14,620.27","14,742.79","14,620.27","14,705.43"
1209,111/12/12,"14,658.46","14,658.46","14,538.66","14,612.59"
1210,111/12/13,"14,617.86","14,658.70","14,515.74","14,522.96"
1211,111/12/14,"14,557.56","14,739.36","14,557.56","14,739.36"
1212,111/12/15,"14,692.92","14,756.38","14,649.54","14,734.13"
1213,111/12/16,"14,554.21","14,568.31","14,447.77","14,528.55"
1214,111/12/19,"14,478.45","14,493.72","14,411.81","14,433.32"
1215,111/12/20,"14,410.75","14,451.91","14,157.99","14,170.03"
1216,111/12/21,"14,205.06","14,291.98","14,197.86","14,234.40"
1217,111/12/22,"14,323.04","14,442.94","14,323.04","14,442.94"
1218,111/12/23,"14,318.12","14,318.12","14,192.98","14,271.63"
1219,111/12/26,"14,271.20","14,301.11","14,253.20","14,285.13"
1220,111/12/27,"14,310.19","14,410.24","14,310.19","14,328.43"
1221,111/12/28,"14,249.83","14,249.83","14,119.30","14,173.10"
1222,111/12/29,"14,097.51","14,120.57","13,981.63","14,085.02"
1223,111/12/30,"14,183.52","14,248.90","14,137.69","14,137.69"
1224,112/01/03,"14,108.16","14,237.94","14,001.97","14,224.12"
1225,112/01/04,"14,186.95","14,257.45","14,177.97","14,199.13"
1226,112/01/05,"14,285.12","14,357.60","14,270.93","14,301.05"
1227,112/01/06,"14,278.52","14,384.92","14,278.52","14,373.34"
1228,112/01/09,"14,504.47","14,752.21","14,504.47","14,752.21"
1229,112/01/10,"14,796.27","14,816.13","14,728.56","14,802.96"
1230,112/01/11,"14,822.86","14,842.74","14,734.44","14,751.44"
1231,112/01/12,"14,780.58","14,813.31","14,700.73","14,731.64"
1232,112/01/13,"14,923.05","14,962.31","14,822.15","14,824.13"
1233,112/01/16,"14,895.26","14,960.92","14,895.26","14,927.01"
1234,112/01/17,"14,922.34","14,945.23","14,884.78","14,932.93"
1235,112/01/30,"15,291.53","15,493.82","15,291.53","15,493.82"
1236,112/01/31,"15,419.21","15,441.98","15,265.20","15,265.20"
1237,112/02/01,"15,346.35","15,420.13","15,291.68","15,420.13"
1238,112/02/02,"15,508.83","15,602.09","15,496.52","15,595.16"
1239,112/02/03,"15,591.95","15,617.73","15,504.03","15,602.66"
1240,112/02/06,"15,514.80","15,514.80","15,392.82","15,392.82"
1241,112/02/07,"15,376.12","15,462.10","15,363.65","15,400.91"
1242,112/02/08,"15,538.71","15,631.22","15,520.05","15,618.17"
1243,112/02/09,"15,590.00","15,617.34","15,553.84","15,598.71"
1244,112/02/10,"15,627.33","15,628.30","15,546.11","15,586.65"
1245,112/02/13,"15,564.76","15,569.99","15,465.56","15,544.28"
1246,112/02/14,"15,584.74","15,669.63","15,584.74","15,654.48"
1247,112/02/15,"15,497.67","15,553.68","15,388.85","15,432.89"
1248,112/02/16,"15,474.46","15,585.48","15,474.46","15,550.50"
1249,112/02/17,"15,503.75","15,503.75","15,418.43","15,479.70"
1250,112/02/20,"15,452.01","15,575.32","15,436.66","15,551.23"
1251,112/02/21,"15,535.64","15,567.74","15,496.73","15,563.00"
1252,112/02/22,"15,541.17","15,541.17","15,345.93","15,418.77"
1253,112/02/23,"15,463.46","15,657.63","15,463.46","15,615.41"
1254,112/02/24,"15,669.88","15,717.96","15,503.79","15,503.79"
1255,112/03/01,"15,435.38","15,617.03","15,387.38","15,598.49"
1256,112/03/02,"15,580.28","15,618.06","15,492.37","15,598.72"
1257,112/03/03,"15,621.36","15,713.42","15,606.85","15,608.42"
1258,112/03/06,"15,675.28","15,818.88","15,675.28","15,763.51"
1259,112/03/07,"15,763.87","15,879.16","15,749.04","15,857.89"
1260,112/03/08,"15,819.18","15,821.49","15,740.98","15,818.20"
1261,112/03/09,"15,827.98","15,878.75","15,770.66","15,770.66"
1262,112/03/10,"15,729.29","15,729.29","15,488.71","15,526.20"
1263,112/03/13,"15,514.03","15,571.17","15,349.67","15,560.49"
1264,112/03/14,"15,517.74","15,517.74","15,348.12","15,360.42"
1265,112/03/15,"15,425.99","15,526.73","15,387.59","15,387.59"
1266,112/03/16,"15,334.25","15,334.25","15,186.74","15,221.12"
1267,112/03/17,"15,337.97","15,452.96","15,337.97","15,452.96"
1268,112/03/20,"15,454.75","15,488.98","15,399.07","15,419.97"
1269,112/03/21,"15,437.95","15,547.97","15,437.95","15,513.45"
1270,112/03/22,"15,535.17","15,760.46","15,535.17","15,760.46"
1271,112/03/23,"15,711.60","15,882.75","15,680.84","15,863.95"
1272,112/03/24,"15,869.84","15,921.97","15,845.99","15,914.70"
1273,112/03/27,"15,873.67","15,902.06","15,821.63","15,830.31"
1274,112/03/28,"15,790.70","15,846.54","15,685.59","15,701.48"
1275,112/03/29,"15,766.29","15,811.20","15,681.10","15,769.76"
1276,112/03/30,"15,824.65","15,885.21","15,791.75","15,849.43"
1277,112/03/31,"15,874.19","15,951.80","15,857.19","15,868.06"
1278,112/04/06,"15,838.07","15,838.07","15,733.29","15,810.77"
1279,112/04/07,"15,856.19","15,877.99","15,811.19","15,836.50"
1280,112/04/10,"15,850.94","15,919.76","15,850.94","15,876.17"
1281,112/04/11,"15,886.46","15,945.63","15,838.10","15,913.88"
1282,112/04/12,"15,914.15","15,944.32","15,867.02","15,932.97"
1283,112/04/13,"15,888.63","15,913.20","15,800.42","15,804.76"
1284,112/04/14,"15,854.25","15,973.82","15,854.25","15,929.43"
1285,112/04/17,"15,934.64","15,963.55","15,894.77","15,963.55"
1286,112/04/18,"15,967.89","15,967.89","15,851.71","15,869.44"
1287,112/04/19,"15,874.65","15,915.39","15,756.75","15,770.47"
1288,112/04/20,"15,771.45","15,804.38","15,686.54","15,707.52"
1289,112/04/21,"15,776.54","15,802.93","15,592.96","15,602.99"
1290,112/04/24,"15,555.10","15,643.86","15,529.39","15,626.87"
1291,112/04/25,"15,606.83","15,639.49","15,353.22","15,370.73"
1292,112/04/26,"15,352.03","15,398.40","15,284.46","15,374.63"
1293,112/04/27,"15,374.39","15,455.88","15,306.69","15,411.49"
1294,112/04/28,"15,477.34","15,580.63","15,477.34","15,579.18"
1295,112/05/02,"15,588.68","15,651.23","15,532.63","15,636.48"
1296,112/05/03,"15,629.51","15,629.51","15,530.79","15,553.41"
1297,112/05/04,"15,548.02","15,622.41","15,523.50","15,609.03"
1298,112/05/05,"15,627.93","15,673.62","15,578.67","15,626.07"
1299,112/05/08,"15,648.54","15,757.80","15,648.54","15,699.57"
1300,112/05/09,"15,702.26","15,744.27","15,635.90","15,727.70"
1301,112/05/10,"15,708.48","15,711.39","15,579.49","15,641.76"
1302,112/05/11,"15,666.49","15,675.37","15,501.58","15,514.64"
1303,112/05/12,"15,477.12","15,545.99","15,424.42","15,502.36"
1304,112/05/15,"15,489.18","15,510.09","15,434.52","15,475.05"
1305,112/05/16,"15,550.57","15,723.95","15,550.57","15,673.90"
1306,112/05/17,"15,702.74","15,961.97","15,698.63","15,925.29"
1307,112/05/18,"16,060.26","16,128.72","16,015.62","16,101.88"
1308,112/05/19,"16,146.29","16,189.81","16,099.90","16,174.92"
1309,112/05/22,"16,168.74","16,202.92","16,131.55","16,180.89"
1310,112/05/23,"16,186.15","16,239.50","16,121.45","16,188.03"
1311,112/05/24,"16,186.62","16,186.62","16,070.16","16,159.32"
1312,112/05/25,"16,163.95","16,323.77","16,163.95","16,292.00"
1313,112/05/26,"16,509.14","16,537.79","16,457.74","16,505.05"
1314,112/05/29,"16,610.86","16,683.76","16,597.38","16,636.30"
1315,112/05/30,"16,648.77","16,681.19","16,579.13","16,622.74"
1316,112/05/31,"16,593.53","16,636.65","16,491.90","16,578.96"
1317,112/06/01,"16,511.00","16,555.50","16,477.43","16,512.65"
1318,112/06/02,"16,525.00","16,752.20","16,525.00","16,706.91"
1319,112/06/05,"16,714.48","16,781.19","16,703.60","16,714.43"
1320,112/06/06,"16,712.98","16,793.81","16,699.83","16,761.66"
1321,112/06/07,"16,771.76","16,922.48","16,771.76","16,922.48"
1322,112/06/08,"16,864.18","16,899.51","16,694.21","16,733.69"
1323,112/06/09,"16,775.92","16,895.99","16,775.92","16,886.40"
1324,112/06/12,"16,899.49","16,999.72","16,899.49","16,955.37"
1325,112/06/13,"17,135.84","17,254.96","17,129.23","17,216.60"
1326,112/06/14,"17,190.70","17,259.23","17,182.18","17,238.14"
1327,112/06/15,"17,259.37","17,346.32","17,259.37","17,334.98"
1328,112/06/16,"17,342.86","17,342.86","17,250.79","17,288.91"
1329,112/06/19,"17,274.07","17,306.81","17,210.87","17,274.56"
1330,112/06/20,"17,233.80","17,247.16","17,121.59","17,184.91"
1331,112/06/21,"17,186.72","17,246.77","17,131.45","17,202.40"
1332,112/06/26,"17,182.48","17,182.48","17,011.28","17,059.24"
1333,112/06/27,"17,022.15","17,035.49","16,887.90","16,887.90"
1334,112/06/28,"16,906.23","17,011.12","16,903.71","16,935.63"
1335,112/06/29,"16,930.41","17,077.44","16,911.38","16,942.30"
1336,112/06/30,"16,870.27","16,919.95","16,792.34","16,915.54"
1337,112/07/03,"16,946.71","17,103.73","16,946.71","17,084.20"
1338,112/07/04,"17,055.19","17,154.10","17,042.60","17,140.77"
1339,112/07/05,"17,130.26","17,153.17","17,020.01","17,056.43"
1340,112/07/06,"17,017.09","17,017.09","16,749.29","16,762.17"
1341,112/07/07,"16,736.94","16,762.39","16,593.84","16,664.21"
1342,112/07/10,"16,667.43","16,798.81","16,635.83","16,652.80"
1343,112/07/11,"16,675.69","16,898.91","16,675.69","16,898.91"
1344,112/07/12,"16,903.25","16,962.03","16,864.01","16,962.03"
1345,112/07/13,"16,994.59","17,223.86","16,994.59","17,061.40"
1346,112/07/14,"17,152.81","17,287.40","17,128.07","17,283.71"
1347,112/07/17,"17,279.11","17,346.66","17,235.92","17,334.29"
1348,112/07/18,"17,368.36","17,401.59","17,164.92","17,227.91"
1349,112/07/19,"17,265.38","17,340.82","17,082.54","17,116.44"
1350,112/07/20,"17,104.91","17,214.41","17,098.65","17,164.89"
1351,112/07/21,"17,106.29","17,106.29","16,859.13","17,030.70"
1352,112/07/24,"17,036.79","17,098.73","16,941.15","17,033.61"
1353,112/07/25,"17,061.88","17,270.20","17,061.88","17,198.89"
1354,112/07/26,"17,205.47","17,247.02","17,121.99","17,162.55"
1355,112/07/27,"17,189.30","17,282.86","17,189.30","17,241.82"
1356,112/07/28,"17,244.51","17,328.21","17,179.94","17,292.93"
1357,112/07/31,"17,341.04","17,463.76","17,081.48","17,145.43"
1358,112/08/01,"17,141.97","17,252.32","17,095.86","17,212.87"
1359,112/08/02,"17,207.22","17,212.55","16,844.57","16,893.73"
1360,112/08/04,"16,847.24","16,887.38","16,748.51","16,843.68"
1361,112/08/07,"16,870.81","17,032.32","16,868.74","16,996.00"
1362,112/08/08,"17,006.46","17,043.56","16,812.59","16,877.07"
1363,112/08/09,"16,836.64","16,956.73","16,798.50","16,870.94"
1364,112/08/10,"16,827.11","16,827.11","16,601.17","16,634.70"
1365,112/08/11,"16,644.65","16,766.84","16,601.25","16,601.25"
1366,112/08/14,"16,585.41","16,585.41","16,307.28","16,393.66"
1367,112/08/15,"16,438.63","16,546.01","16,437.63","16,454.80"
1368,112/08/16,"16,422.20","16,446.78","16,304.44","16,446.78"
1369,112/08/17,"16,411.63","16,550.11","16,264.65","16,516.66"
1370,112/08/18,"16,508.46","16,583.95","16,344.29","16,381.31"
1371,112/08/21,"16,414.14","16,485.25","16,347.77","16,381.49"
1372,112/08/22,"16,429.69","16,535.07","16,407.83","16,437.61"
1373,112/08/23,"16,440.39","16,588.51","16,440.39","16,576.90"
1374,112/08/24,"16,651.03","16,822.36","16,651.03","16,770.87"
1375,112/08/25,"16,708.53","16,708.53","16,481.58","16,481.58"
1376,112/08/28,"16,498.86","16,582.96","16,498.86","16,509.26"
1377,112/08/29,"16,528.49","16,627.70","16,495.76","16,623.65"
1378,112/08/30,"16,666.33","16,780.42","16,666.33","16,719.82"
1379,112/08/31,"16,707.35","16,712.22","16,630.67","16,634.51"
1380,112/09/01,"16,640.92","16,730.13","16,619.23","16,644.94"
1381,112/09/04,"16,649.67","16,789.69","16,648.51","16,789.69"
1382,112/09/05,"16,784.12","16,791.61","16,727.44","16,791.61"
1383,112/09/06,"16,796.37","16,841.19","16,732.69","16,738.16"
1384,112/09/07,"16,715.45","16,715.45","16,609.94","16,619.14"
1385,112/09/08,"16,609.93","16,609.93","16,505.64","16,576.02"
1386,112/09/11,"16,579.83","16,600.03","16,398.30","16,432.95"
1387,112/09/12,"16,433.82","16,579.86","16,422.91","16,572.71"
1388,112/09/13,"16,578.13","16,653.30","16,542.72","16,581.51"
1389,112/09/14,"16,581.62","16,807.56","16,581.62","16,807.56"
1390,112/09/15,"16,809.74","16,920.92","16,787.74","16,920.92"
1391,112/09/18,"16,893.97","16,893.97","16,698.24","16,698.24"
1392,112/09/19,"16,706.48","16,762.52","16,636.32","16,636.32"
1393,112/09/20,"16,626.61","16,665.27","16,522.38","16,534.75"
1394,112/09/21,"16,475.42","16,475.42","16,300.54","16,316.67"
1395,112/09/22,"16,267.32","16,360.96","16,202.43","16,344.48"
1396,112/09/25,"16,345.78","16,498.38","16,345.78","16,452.23"
1397,112/09/26,"16,440.26","16,440.26","16,276.07","16,276.07"
1398,112/09/27,"16,273.84","16,324.22","16,212.86","16,310.36"
1399,112/09/28,"16,330.71","16,411.28","16,311.41","16,353.74"
1400,112/10/02,"16,382.96","16,575.31","16,382.96","16,557.31"
1401,112/10/03,"16,520.24","16,571.66","16,453.80","16,454.34"
1402,112/10/04,"16,419.48","16,419.48","16,203.34","16,273.38"
1403,112/10/05,"16,313.89","16,477.61","16,313.89","16,453.52"
1404,112/10/06,"16,482.93","16,539.13","16,482.93","16,520.57"
1405,112/10/11,"16,567.43","16,729.50","16,567.43","16,672.03"
1406,112/10/12,"16,698.85","16,825.91","16,684.43","16,825.91"
1407,112/10/13,"16,815.91","16,815.91","16,726.43","16,782.57"
1408,112/10/16,"16,712.93","16,712.93","16,614.10","16,652.24"
1409,112/10/17,"16,678.28","16,770.64","16,618.30","16,642.55"
1410,112/10/18,"16,608.02","16,612.25","16,398.76","16,440.91"
1411,112/10/19,"16,416.54","16,479.35","16,382.40","16,452.73"
1412,112/10/20,"16,434.43","16,462.56","16,271.82","16,440.72"
1413,112/10/23,"16,391.41","16,391.41","16,245.84","16,251.36"
1414,112/10/24,"16,257.80","16,318.77","16,163.00","16,309.76"
1415,112/10/25,"16,320.71","16,459.34","16,320.71","16,358.89"
1416,112/10/26,"16,305.16","16,305.16","16,073.74","16,073.74"
1417,112/10/27,"16,112.75","16,200.30","16,112.75","16,134.61"
1418,112/10/30,"16,142.06","16,203.33","16,101.24","16,149.68"
1419,112/10/31,"16,176.58","16,215.35","15,975.91","16,001.27"
